cidade,área,quartos,banheiros,vagas garagem,andar,animal,mobiliado,condomínio,valor aluguel,valor IPTU,valor seguro,total,valor aluguel reduzido
Vitória,86,1,4,1,16,0,0,546,3531,753,42,4872,2529.1272601493943
São José dos Campos,440,4,1,1,1,0,1,3959,6687,838,78,11562,4896.554819458494
Macapá,53,4,3,0,11,1,0,3376,5828,20,196,9420,4208.835159498874
Teresina,449,2,2,0,5,1,0,2325,9160,1185,123,12793,6517.965791344241
Belo Horizonte,88,2,1,4,3,0,0,2872,5323,567,49,8811,4233.466537009864
Contagem,402,4,1,2,8,0,1,35,1205,1339,76,2655,908.6211806158046
Ribeirão Preto,133,4,2,0,5,1,0,2769,1265,1858,32,5924,895.9247440527092
Londrina,383,4,4,0,0,0,1,1746,8954,193,15,10908,6604.207255643769
Curitiba,379,1,3,3,3,0,0,1847,8177,629,116,10769,5852.442039044934
Natal,69,1,3,3,16,0,1,1741,9130,1301,188,12360,6666.499453127717
São José dos Campos,279,5,1,2,3,1,0,3600,9916,1721,60,15297,7519.6873849678805
Uberlândia,104,3,3,3,15,1,1,1873,4529,583,107,7092,3607.0375702680903
Goiânia,433,4,3,3,4,1,0,3532,8743,717,179,13171,6947.26875693556
Macapá,293,4,1,1,8,0,1,2952,5102,1847,15,9916,3636.6961802957267
Niterói,220,4,4,4,11,0,0,525,8096,490,30,9141,5969.808858838053
Londrina,346,2,3,2,10,0,1,1861,5498,434,48,7841,4391.7026408501
Niterói,190,2,4,0,7,0,1,748,5531,479,150,6908,4067.2930745771355
Vila Velha,380,5,1,2,10,0,1,13,5454,540,163,6170,3929.5666386860257
Brasília,287,2,2,0,13,1,1,2708,1023,779,12,4522,729.5551499735315
Londrina,391,2,3,1,7,0,1,4211,5965,925,150,11251,4425.808884945234
Ribeirão Preto,465,2,1,1,16,0,1,2609,540,1837,116,5102,386.6677606219129
Uberlândia,410,1,4,4,6,0,1,3223,1724,737,37,5721,1291.0536172471632
Curitiba,271,3,3,2,1,0,0,2976,3139,143,33,6291,2365.011998780132
Caxias do Sul,298,1,2,4,12,1,1,3732,7661,1525,178,13096,5802.615770457304
Feira de Santana,240,2,3,1,12,1,0,476,1829,323,31,2659,1309.6622130885903
Montes Claros,105,1,3,2,12,1,0,4170,9528,387,127,14212,6677.206785479275
Fortaleza,400,4,4,3,13,0,0,1123,6455,1665,46,9289,5006.24717255497
Ananindeua,393,5,1,4,19,1,1,163,8131,1217,16,9527,6480.924552483593
Londrina,171,2,2,1,7,1,0,682,3230,1460,41,5413,2551.929418101184
Curitiba,449,4,4,4,9,1,0,2041,7941,695,76,10753,6059.220848460444
Macapá,230,1,4,0,12,0,1,1591,9501,850,160,12102,7035.6947608814635
São Gonçalo,143,4,4,1,11,1,0,912,2886,121,67,3986,2208.391712338996
São Gonçalo,91,4,4,1,3,0,0,4098,3076,1610,184,8968,2231.367571983329
Teresina,454,1,1,0,11,0,0,3183,766,191,17,4157,597.70393163212
São Gonçalo,227,5,3,4,12,0,0,4366,1221,635,108,6330,926.3338161767768
Macapá,197,1,4,3,6,1,0,939,9893,1443,57,12332,7051.738243532304
Londrina,209,1,4,0,4,0,0,715,2496,257,141,3609,1995.095183544635
Teresina,383,2,4,1,7,1,1,2253,5711,60,76,8100,4056.628951471667
Aparecida de Goiânia,87,3,4,4,19,1,1,4072,5544,1565,126,11307,3991.8127009693794
Londrina,48,2,2,4,17,0,1,1961,2690,572,157,5380,2095.738700348128
Uberlândia,162,5,3,1,11,1,1,3635,3804,322,38,7799,2685.112233310783
Piracicaba,244,1,1,4,5,0,0,4964,5760,130,157,11011,4572.069692285579
Cuiabá,478,4,4,1,9,1,1,675,4856,949,178,6658,3474.901098101605
Osasco,319,3,1,0,0,0,1,1044,8147,1723,186,11100,6371.160327835234
Recife,172,2,1,1,19,1,0,4615,1932,468,145,7160,1477.8588668571756
Porto Alegre,253,3,3,3,8,0,1,173,4760,1885,109,6927,3727.9691912367925
Maringá,95,2,3,2,15,0,0,510,9972,872,154,11508,7975.389910404392
Campinas,297,3,1,2,9,0,0,1661,5599,1343,32,8635,4023.605967656844
Ananindeua,190,2,2,2,19,1,0,2820,2323,386,27,5556,1786.7417317739767
Porto Velho,483,1,3,3,0,0,1,4128,6377,1779,129,12413,5059.996341686658
Ribeirão Preto,471,4,3,4,5,1,0,455,4191,1156,155,5957,3046.4135044734803
Barueri,446,4,1,3,10,0,1,2889,5945,531,164,9529,4555.565719565703
Jundiaí,134,5,3,1,7,0,0,247,4414,1605,101,6367,3467.6198555449473
Boa Vista,469,4,4,2,10,0,1,2016,4118,1929,16,8079,3111.6902006600503
Aparecida de Goiânia,52,1,4,2,16,1,0,1555,7701,1311,148,10715,5688.739200266405
Campinas,330,5,2,4,17,1,0,4630,4410,782,143,9965,3494.534309959761
Contagem,265,2,2,3,3,0,1,3335,5485,1463,151,10434,4358.7024116797
Macapá,493,5,3,0,6,1,0,2881,2719,229,151,5980,2131.4787979118996
Niterói,103,4,3,1,11,1,0,2458,9501,1296,110,13365,7229.493503048245
Porto Alegre,272,3,2,0,12,1,0,3473,8382,554,24,12433,6676.787692684835
Campo Grande,403,5,1,4,12,0,0,1321,1268,1349,37,3975,1009.1598303754176
Vila Velha,70,4,3,4,6,0,1,3437,9032,142,159,12770,6629.489203246086
Teresina,486,2,1,1,5,0,1,2750,7608,553,58,10969,5858.985346436471
São Luís,59,4,3,3,14,0,0,3770,1600,296,12,5678,1136.491042004048
Serra,413,1,4,0,4,0,1,886,2846,1653,162,5547,2243.61155490337
Caxias do Sul,31,4,4,3,1,1,1,3090,3843,770,121,7824,2862.4435120305393
Feira de Santana,233,2,2,3,10,1,1,891,9258,484,156,10789,6520.839888889719
Porto Alegre,365,1,1,1,4,1,0,637,2500,683,42,3862,1998.2080340825448
Manaus,402,1,4,3,11,0,0,1396,2364,1451,45,5256,1884.4658136203914
Campo Grande,59,5,4,4,15,0,0,3133,8071,1848,65,13117,6416.162429878741
Barueri,120,3,4,0,4,1,0,2909,9267,1256,57,13489,7147.896776837195
Belém,160,2,1,1,5,1,0,369,1479,1459,167,3474,1084.985254680832
Sorocaba,95,5,1,4,4,0,1,1976,8902,275,193,11346,6803.79701136097
Teresina,216,1,4,4,14,1,0,258,2934,348,120,3660,2075.101724611635
Curitiba,268,4,1,1,8,1,0,2802,1366,417,198,4783,1011.3264480780947
Manaus,183,1,3,4,4,0,0,1902,943,1703,15,4563,709.7012553990285
Duque de Caxias,260,1,4,2,9,1,0,2336,7433,1750,43,11562,5253.142517088889
Belo Horizonte,55,3,3,3,9,1,0,4015,2970,1947,41,8973,2264.2051691327206
Salvador,266,1,4,3,11,0,0,757,8234,667,46,9704,6268.021672054233
Salvador,483,3,4,2,17,0,1,2130,9584,233,30,11977,6879.723445827035
Cuiabá,355,5,3,1,18,0,0,3078,6911,512,138,10639,5476.725393428777
Ribeirão Preto,390,5,1,3,14,1,1,1701,6167,140,181,8189,4776.90483583
Teresina,20,2,1,0,13,0,0,1929,7502,1813,32,11276,5670.5785628033755
Mogi das Cruzes,455,1,3,3,15,0,0,3457,4735,1753,70,10015,3629.97708975674
Vila Velha,318,4,2,4,8,1,0,1024,7725,1236,103,10088,5697.031835474494
Ananindeua,419,5,3,4,0,1,0,4858,4608,153,105,9724,3280.8499398999106
Aracaju,112,4,1,1,14,1,1,790,4893,353,61,6097,3901.2222985612907
Goiânia,62,4,2,3,16,0,1,304,4644,986,124,6058,3389.9767174609783
Brasília,128,1,1,4,5,1,0,3907,1555,507,42,6011,1143.6282878719683
Betim,372,4,1,1,9,0,0,3435,6129,482,66,10112,4836.636139856588
Campo Grande,113,3,3,2,2,1,1,4826,6764,710,57,12357,5122.804679113677
Contagem,351,3,4,2,6,0,0,2122,6718,1116,168,10124,4874.6642389180815
Curitiba,23,5,4,0,19,0,0,3316,4915,75,48,8354,3641.533891817544
Santo André,31,1,2,4,18,0,0,3851,8843,354,74,13122,6943.519829019872
Natal,359,4,3,3,16,1,0,2396,9484,1740,10,13630,6639.038942476653
Maceió,439,3,1,1,5,0,1,2419,4118,1126,196,7859,3134.2655732267094
Sorocaba,131,2,4,2,4,0,1,2113,8122,1556,190,11981,6429.72975911261
Londrina,318,1,4,1,12,1,0,3944,3183,541,54,7722,2267.48205202634
Belo Horizonte,222,3,1,4,0,1,0,884,2220,447,194,3745,1741.647005838674
Curitiba,87,1,1,0,3,1,0,1393,6184,765,60,8402,4788.117126626575
Uberlândia,41,1,4,0,11,1,0,816,7426,351,126,8719,5746.478851811917
Maringá,253,2,2,3,17,1,0,3161,6455,1866,145,11627,4651.409637063449
Mogi das Cruzes,285,2,1,3,15,0,1,2590,5228,8,51,7877,3870.5032533140843
Campinas,25,3,2,4,5,0,1,2779,943,287,181,4190,702.5644149563129
Osasco,36,3,3,2,4,0,0,3510,6335,439,152,10436,4447.517408572799
Rio de Janeiro,437,3,2,1,17,0,0,4136,8413,227,181,12957,6030.438602029973
Osasco,410,2,1,4,10,0,1,3461,4329,1981,73,9844,3092.197161216715
Caxias do Sul,238,1,1,2,3,1,1,1580,3648,787,53,6068,2737.791764505262
Contagem,83,2,3,0,2,0,0,443,8248,859,11,9561,5951.328028996883
Uberlândia,124,2,1,4,8,1,0,3119,1322,1995,99,6535,1043.8216290735875
Sorocaba,469,4,2,0,17,1,1,1275,8218,227,106,9826,6016.2787348329575
Aracaju,29,1,3,1,2,0,0,252,9049,1207,185,10693,7102.683699861245
Santo André,413,5,4,0,7,1,1,2939,867,1343,30,5179,630.9976384477606
Mogi das Cruzes,485,4,3,1,5,0,1,1273,7697,1263,142,10375,6074.171514287929
Florianópolis,324,4,2,3,9,0,1,889,1490,304,77,2760,1144.7645342190733
Duque de Caxias,251,3,1,4,8,0,0,871,8262,835,25,9993,6395.055615177236
Aparecida de Goiânia,162,5,1,4,5,1,1,581,2372,332,166,3451,1755.5926492083252
Campinas,485,2,3,2,9,0,0,3035,3298,570,95,6998,2382.92008993828
Cuiabá,428,5,1,4,3,1,0,2131,8197,8,192,10528,5874.707218233608
Porto Velho,160,3,3,2,8,1,0,3980,2170,1786,27,7963,1735.4067006493706
Piracicaba,88,2,1,4,7,1,1,1309,4079,808,30,6226,3217.911402036127
Teresina,416,2,1,3,17,1,1,2988,8167,754,194,12103,6388.459905440383
Fortaleza,52,1,1,0,14,0,1,2619,2129,1553,117,6418,1606.1072094361907
Maceió,116,2,2,1,5,1,0,3144,6427,1180,162,10913,4635.646826238328
Jaboatão dos Guararapes,456,4,3,2,17,1,1,1390,6672,1141,115,9318,4722.607416568131
Rio de Janeiro,418,2,1,3,4,1,0,3001,785,156,25,3967,554.9784752986891
Goiânia,325,2,4,3,15,1,1,2140,1522,558,169,4389,1066.932228185598
Brasília,186,1,2,4,12,1,1,2293,2164,1052,112,5621,1523.781821164574
São Paulo,274,4,1,0,12,0,1,497,2642,1983,182,5304,2069.4245715239836
Manaus,149,3,3,0,6,1,0,120,8785,1393,154,10452,6340.351092544015
Macapá,279,3,1,2,4,1,0,885,9764,1634,114,12397,7758.07154211631
Niterói,275,4,1,4,0,0,1,1215,1710,1672,122,4719,1265.8134449127008
São Gonçalo,114,3,2,4,15,1,1,382,8018,1927,98,10425,5679.332933199893
Cuiabá,49,4,2,0,19,1,1,4236,3622,629,167,8654,2870.449561813551
Joinville,117,3,4,2,16,1,1,966,6493,1714,72,9245,4690.794333840047
Campo Grande,65,1,2,4,1,0,0,2803,8328,843,145,12119,5960.9202341040445
Natal,334,5,1,2,14,0,0,2931,1758,1943,41,6673,1333.5511751249703
Fortaleza,145,2,3,1,4,0,0,2805,5727,1273,36,9841,4475.293523864907
Macapá,476,4,1,2,18,1,1,1574,8081,249,59,9963,6151.599573441599
Uberlândia,120,2,1,4,18,0,1,4543,1349,315,196,6403,982.2188116821194
Jundiaí,438,2,3,1,18,1,1,379,5499,66,127,6071,3996.0503305802026
Belo Horizonte,209,4,1,1,8,1,0,1131,9857,1344,39,12371,7770.55864800322
Maringá,256,3,4,2,0,0,1,1380,3173,594,93,5240,2412.0095215220836
Boa Vista,75,3,4,3,3,1,0,1120,7756,1591,50,10517,5733.954441693129
Manaus,121,3,2,3,19,1,1,3794,8130,1791,147,13862,6437.1714539557515
Maringá,102,3,2,1,6,0,1,2746,3949,147,95,6937,2971.9937395694733
Porto Velho,103,3,1,4,16,0,1,3507,8436,1805,160,13908,6186.2920544398
Ribeirão Preto,380,2,3,1,19,1,1,3011,4748,256,23,8038,3466.699721898829
Teresina,450,2,4,1,1,0,0,2140,1213,1217,112,4682,906.0229814516858
Porto Alegre,50,2,1,1,13,0,0,4344,4604,620,49,9617,3442.5752974703737
Barueri,38,5,1,3,15,1,1,2107,9024,968,164,12263,7056.638764598973
Jaboatão dos Guararapes,484,1,3,1,7,1,1,1828,4655,216,62,6761,3503.3758103614255
Macapá,243,4,3,3,4,1,1,4285,7534,1959,29,13807,5780.5293394692935
Serra,446,3,1,0,8,0,0,1940,4854,1294,126,8214,3775.639339166142
Boa Vista,57,1,3,3,9,1,0,479,7462,1821,51,9813,5843.109853607355
Ananindeua,145,2,1,0,15,1,0,1831,7113,322,10,9276,5149.402871144673
Joinville,341,2,2,0,6,0,1,464,1338,1927,12,3741,980.2686578202191
Natal,435,4,4,1,11,0,1,3254,2891,1004,74,7223,2176.6759465390037
Fortaleza,223,5,2,1,18,0,1,1717,8557,1092,165,11531,6453.736140696682
Contagem,108,3,2,4,8,0,0,4503,7447,84,147,12181,5938.099031941831
Caxias do Sul,179,5,3,4,11,0,0,2308,4312,1756,184,8560,3368.7172581857258
Rio de Janeiro,196,3,4,2,12,1,0,3648,1547,349,28,5572,1088.929798587515
Boa Vista,329,4,1,4,18,1,1,1023,6132,1634,180,8969,4859.16815198738
Florianópolis,291,2,1,4,15,0,1,4897,3557,1575,122,10151,2594.8174050507423
Ribeirão Preto,320,5,1,3,11,0,0,2033,1242,996,69,4340,935.575222673979
Rio de Janeiro,26,1,2,1,0,1,0,2585,4355,19,75,7034,3224.6738361024195
Uberlândia,455,1,4,0,14,0,1,751,9477,1084,68,11380,7556.186522992815
Cuiabá,70,3,1,3,4,0,1,1955,6207,1605,135,9902,4659.945543862196
Rio de Janeiro,270,1,1,1,1,0,0,3094,5618,1595,144,10451,4081.1991332297994
Montes Claros,192,5,1,3,5,0,1,1605,1148,1935,28,4716,831.5869869716769
Fortaleza,357,5,1,2,12,1,0,4667,9019,1128,179,14993,6497.76758545128
Teresina,152,2,2,4,3,1,1,4458,5911,632,180,11181,4622.8918599681365
Londrina,436,2,2,3,13,1,1,1319,4574,1718,195,7806,3261.8242527446064
Betim,300,3,4,0,6,0,0,4938,8413,119,122,13592,6052.259613277315
Serra,351,5,2,1,18,1,0,34,5155,1298,110,6597,3875.9861946189626
Osasco,395,3,1,3,0,1,1,1047,4318,1897,88,7350,3387.2905592393718
Osasco,452,2,1,1,6,1,0,4188,7109,1978,51,13326,5546.656261595333
São Paulo,125,1,3,0,18,1,1,1649,903,1347,122,4021,706.721167785008
Santo André,395,5,2,4,16,0,1,634,2986,1734,114,5468,2271.1932531768684
Jundiaí,69,5,1,3,6,1,1,1718,4556,1249,118,7641,3232.130655910324
Campinas,188,2,4,0,2,0,0,4355,8048,221,83,12707,6131.0946873498815
Macapá,67,2,3,3,1,1,0,4203,5095,1169,195,10662,3955.9993008539095
São José dos Campos,56,4,4,2,14,0,1,255,8978,238,53,9524,6687.755491354218
Jaboatão dos Guararapes,397,1,1,4,16,0,0,3644,1790,1336,42,6812,1373.6629629259648
Campinas,467,2,1,4,19,0,1,864,9192,505,91,10652,7152.150671964687
Ribeirão Preto,108,2,1,1,11,0,0,2406,1743,1850,193,6192,1251.1020339853374
Curitiba,407,4,3,0,14,0,0,2987,9740,1320,26,14073,7560.536988675258
Rio de Janeiro,25,1,2,4,9,1,0,1450,7810,1414,183,10857,5870.388319612483
Londrina,26,1,1,2,15,1,0,4551,7029,893,15,12488,5106.426434649805
Aracaju,140,1,2,1,1,0,1,344,8158,153,86,8741,6525.791853335545
Belém,184,4,1,0,2,1,0,3716,7465,878,177,12236,5511.910420040443
São Gonçalo,444,1,2,1,17,1,0,2728,7910,774,32,11444,5644.727778458921
Ribeirão Preto,301,1,4,0,8,1,1,229,3384,975,105,4693,2585.804262688809
Barueri,403,4,1,2,7,1,0,2828,8140,508,14,11490,6152.203840658182
Duque de Caxias,88,4,4,0,12,0,0,3272,3425,1327,161,8185,2676.6022041756983
Uberlândia,221,2,2,1,11,0,0,1631,1662,779,103,4175,1214.0326381226566
Salvador,54,3,3,1,11,1,1,1025,834,1449,155,3463,592.3223630049438
Betim,277,1,2,0,16,0,0,1315,1717,35,189,3256,1315.6741259138807
Curitiba,269,4,4,3,10,1,1,2343,676,358,176,3553,520.7898356940179
Mogi das Cruzes,28,2,3,1,9,1,0,4490,8274,1330,193,14287,6327.477234468519
Recife,265,1,1,0,18,1,1,3533,8713,622,101,12969,6761.405596820404
Barueri,379,1,1,1,7,1,0,4090,4630,1159,154,10033,3421.377604958726
Cuiabá,488,3,3,4,2,0,0,4591,4113,1297,140,10141,3055.394415991692
Boa Vista,167,5,3,2,19,0,0,801,8845,807,144,10597,6243.874081355484
Betim,468,4,4,0,16,1,0,784,9844,1028,54,11710,6895.579041479198
Salvador,24,2,1,3,12,1,1,473,5735,88,131,6427,4410.66941663787
Ribeirão Preto,201,4,4,4,11,1,0,3787,5402,781,150,10120,3892.7052580633263
Porto Alegre,58,3,2,0,8,0,0,2279,4987,525,123,7914,3916.8832666358408
Cuiabá,108,1,3,4,19,0,0,1708,861,843,107,3519,603.2388083906511
Manaus,44,3,1,2,15,0,1,4591,4811,928,139,10469,3600.591480347337
Campinas,222,5,1,3,16,0,1,1108,2824,863,69,4864,2016.5158583572238
Teresina,437,5,3,2,16,1,1,4965,7804,1345,176,14290,5509.660038827031
Cuiabá,289,3,2,0,3,0,1,2553,9377,675,24,12629,7335.747185232442
Cuiabá,75,3,3,3,15,1,0,4769,9519,980,43,15311,7269.939411907359
Cuiabá,69,1,1,0,7,1,0,2652,9660,236,185,12733,6778.829826069037
Salvador,232,5,4,1,14,1,1,572,7897,1039,138,9646,6135.911295039588
Maringá,152,5,4,1,16,1,0,877,8036,169,74,9156,6371.899524285889
Londrina,181,5,1,2,12,0,0,890,987,1333,82,3292,732.2505898966119
Manaus,397,1,4,3,16,0,0,1474,7521,1813,196,11004,5617.951080944645
Piracicaba,222,3,3,1,8,1,1,318,5970,980,191,7459,4603.973450251323
Joinville,54,3,2,2,19,1,0,4999,9998,597,29,15623,7636.625345659983
Uberlândia,381,1,2,1,9,0,1,1372,9661,1438,101,12572,7632.61432938411
Vitória,214,2,4,1,17,1,0,2614,5806,253,119,8792,4105.178790404108
Florianópolis,345,5,4,1,5,1,0,3660,2241,854,65,6820,1677.1549940487912
Mogi das Cruzes,190,1,1,3,3,0,1,2986,3684,467,56,7193,2703.185823113853
Serra,259,5,2,0,14,0,1,4079,6050,1734,149,12012,4787.4354235228175
João Pessoa,461,1,3,2,7,0,0,1173,3367,71,93,4704,2692.743531441942
Vitória,114,4,2,4,15,1,1,1783,9828,1236,24,12871,6953.635617025625
Piracicaba,467,3,3,1,12,1,1,1768,9698,783,75,12324,7413.530128025573
João Pessoa,474,4,2,0,7,1,0,2587,6450,558,138,9733,4622.388291549731
Uberlândia,227,1,2,0,6,0,1,2724,9264,1697,74,13759,6991.8327154692715
Campinas,149,5,4,3,7,1,1,4527,9917,1099,91,15634,7177.898379881529
Ananindeua,496,4,4,3,14,1,0,4848,8545,1933,135,15461,6425.502107116617
João Pessoa,206,4,3,1,11,0,0,1522,6126,1689,61,9398,4360.869017248291
Sorocaba,164,5,2,3,11,1,0,4839,3702,276,88,8905,2616.70072398892
Manaus,368,5,3,3,7,1,0,2193,7842,1491,93,11619,6149.785878059422
Rio de Janeiro,91,3,1,3,13,1,1,4969,8096,1972,35,15072,5761.497212421435
Rio de Janeiro,345,4,1,3,11,0,0,1644,5284,1910,27,8865,3936.3895389398854
Uberlândia,483,5,4,2,6,1,1,4860,4685,1143,110,10798,3323.4428080174484
Maceió,440,3,2,3,2,1,1,4614,6655,1028,66,12363,4893.601605994815
Guarulhos,40,4,1,2,12,1,1,3916,9682,1477,66,15141,7407.799754870371
João Pessoa,320,1,1,1,3,0,0,1414,5285,1438,118,8255,3756.2766082835747
Porto Alegre,60,4,3,1,11,1,1,1170,7727,233,179,9309,6019.366639061907
Jaboatão dos Guararapes,403,4,3,2,12,0,1,4416,882,888,161,6347,639.4839544681922
Niterói,443,5,2,0,16,0,1,46,5156,1674,165,7041,3763.7257433848567
Campinas,63,5,2,2,13,1,1,3732,511,626,120,4989,397.44038488883143
Niterói,76,5,3,0,5,0,0,836,6319,1815,167,9137,4900.263382785273
Feira de Santana,33,4,3,4,8,0,1,445,8518,1006,193,10162,6389.107094590932
São Gonçalo,473,3,2,1,6,1,0,2400,7782,917,85,11184,5891.348327434035
Macapá,464,1,2,4,6,1,0,3001,9641,405,90,13137,6988.652177861632
Vitória,257,4,4,3,16,1,1,554,8591,864,192,10201,6278.684599742168
Campo Grande,186,3,2,3,9,1,1,2550,3327,1852,107,7836,2632.2747747456183
Rio de Janeiro,155,1,3,0,9,1,0,3204,6573,1046,18,10841,5128.275174353934
Mogi das Cruzes,22,2,3,2,7,0,1,3865,1740,1788,178,7571,1314.8791736496144
Contagem,206,2,4,1,0,0,1,2015,9031,25,99,11170,6698.642671581135
Feira de Santana,32,4,3,2,3,1,0,4965,4757,308,29,10059,3622.489147447312
Cuiabá,244,3,3,1,6,0,1,1575,7841,1337,196,10949,6226.971254831796
Barueri,271,3,1,4,10,1,1,832,6948,1901,59,9740,4944.344029627891
Belo Horizonte,188,5,2,3,5,1,0,4635,1558,1264,92,7549,1092.797440778523
Mogi das Cruzes,106,2,2,1,4,0,1,3883,7792,1254,73,13002,5641.132356460342
Campinas,427,4,4,2,6,1,0,597,2252,225,148,3222,1773.0425615962702
Aparecida de Goiânia,122,3,1,1,8,1,0,1460,5232,1110,65,7867,3850.483182523191
Jaboatão dos Guararapes,165,4,3,2,2,1,0,1226,3701,597,180,5704,2618.2763923740786
Goiânia,355,1,2,3,18,0,1,2812,6264,326,153,9555,4653.995835517293
Campinas,413,1,4,2,15,0,1,4483,1101,1670,135,7389,834.3175907075765
Guarulhos,365,4,3,1,11,1,0,4296,1274,351,39,5960,923.8409913266113
Serra,365,1,2,0,13,1,0,145,6091,1038,113,7387,4734.23267515589
Osasco,492,4,1,1,11,1,1,1673,9015,1852,72,12612,6499.046982768647
Santo André,269,5,1,3,14,1,1,2885,2229,993,160,6267,1614.416642925327
Jundiaí,249,4,3,4,8,0,0,1674,7469,457,21,9621,5632.148085496579
Natal,44,2,4,1,13,0,1,3016,8628,1113,27,12784,6169.956538985595
Santo André,395,1,4,0,6,0,0,58,5614,1561,125,7358,4268.501402981311
Recife,68,5,1,3,14,1,1,1832,3667,646,199,6344,2757.5157035525513
Belém,464,4,2,0,15,0,1,814,2791,1232,72,4909,2113.554525101725
Boa Vista,131,1,4,2,3,0,1,1882,6932,1270,107,10191,5504.438689485031
Campo Grande,167,3,4,0,10,0,1,2825,7020,411,161,10417,5232.679181586032
São Paulo,304,2,1,1,16,0,1,2510,2582,227,169,5488,1825.7179507937394
Serra,370,5,1,2,13,0,1,4233,4318,1999,120,10670,3228.7948844741436
Londrina,178,2,4,4,2,0,0,1413,9761,1252,36,12462,7533.534217517459
Ananindeua,331,4,1,2,0,1,1,4038,6418,1001,185,11642,4653.193299001474
São Gonçalo,399,1,2,3,13,1,1,2253,5529,1739,176,9697,3911.3720096310267
Porto Alegre,170,1,4,2,16,0,0,1381,5506,690,89,7666,4182.518497767263
São José dos Campos,456,3,2,4,18,1,0,4464,6788,1119,48,12419,4767.75499701634
Salvador,86,1,2,2,12,1,0,21,9304,1427,24,10776,7117.057172261717
Boa Vista,340,5,4,0,4,1,0,1352,4864,1627,182,8025,3846.353195887339
João Pessoa,289,3,4,4,14,1,0,4361,6293,1753,142,12549,4479.15435796861
Caxias do Sul,142,1,1,3,3,1,1,4140,786,1171,97,6194,569.6275149970927
Campinas,342,4,4,1,6,1,1,726,3718,1686,176,6306,2695.379413959496
Aparecida de Goiânia,429,1,4,1,16,0,0,569,7361,1992,121,10043,5678.343652890664
São Paulo,384,1,3,1,14,1,0,3450,3055,1246,181,7932,2305.268543000781
Goiânia,125,1,3,4,5,1,0,361,4761,99,110,5331,3630.8675139839984
Porto Velho,395,1,3,2,4,0,1,1277,619,937,184,3017,450.87603990916205
Ribeirão Preto,424,2,3,2,1,0,0,3973,1857,440,161,6431,1302.821380485152
Aracaju,61,4,1,0,11,1,1,4421,2220,93,26,6760,1695.1170143004426
Porto Alegre,48,4,3,1,3,0,0,1003,6251,1337,108,8699,4723.983125597527
Feira de Santana,319,2,3,4,15,0,0,1084,8847,1106,79,11116,6252.475642686609
João Pessoa,249,3,4,1,10,1,1,4133,3991,1463,135,9722,2919.3051756766677
Mogi das Cruzes,57,4,2,1,5,0,1,4311,3010,647,162,8130,2284.9139929833577
Montes Claros,235,1,1,4,7,0,1,1059,3778,1793,37,6667,2677.091158584655
São Gonçalo,356,4,4,3,17,0,0,477,6607,1520,175,8779,4920.706788653664
Manaus,278,3,4,4,16,1,0,1078,6736,1789,103,9706,4750.314751375527
Macapá,176,1,3,4,4,1,0,1142,725,1718,124,3709,511.4197380063814
Belo Horizonte,194,5,2,4,7,1,1,2247,6600,1667,162,10676,4796.198763529597
Florianópolis,238,2,2,1,16,0,1,1612,5147,1868,141,8768,3950.966834842572
Porto Velho,156,2,2,4,0,0,0,1535,3405,158,25,5123,2642.9816736353077
Santo André,478,5,2,4,13,1,0,1461,2600,1563,124,5748,1858.0325337146915
São Luís,415,2,3,0,15,0,1,4455,5642,347,104,10548,4388.400794091745
Salvador,44,5,3,3,7,0,0,2589,8146,1144,138,12017,6206.327378737816
Guarulhos,282,1,4,1,13,1,0,2630,2516,1549,194,6889,1775.9896741378232
Campinas,140,2,4,1,18,1,1,2859,4942,1874,82,9757,3822.831047534793
Jundiaí,351,1,1,0,13,0,0,3712,9068,1008,97,13885,6351.748724730233
Barueri,256,1,4,0,7,1,0,4903,7365,643,195,13106,5679.443893017237
São José dos Campos,104,5,4,2,10,1,0,89,5165,564,96,5914,4086.811731888996
Aracaju,330,3,2,2,9,1,1,2024,713,1947,101,4785,518.898659189268
Osasco,351,3,2,4,3,0,0,363,522,1751,165,2801,399.5857718685379
Jundiaí,373,3,3,0,6,0,0,4580,7391,1610,86,13667,5887.6800331400145
Londrina,474,1,1,1,19,0,1,4495,3920,1377,89,9881,3009.5326933118827
Natal,496,1,1,2,0,1,1,53,4325,991,12,5381,3191.9142214711765
Manaus,206,3,2,4,14,1,0,3840,1021,130,88,5079,794.474516278668
Betim,378,3,1,0,5,0,1,4003,5973,1481,107,11564,4456.909979365719
Mogi das Cruzes,36,3,4,4,15,1,1,2901,2001,513,132,5547,1535.9584822049028
Mogi das Cruzes,108,4,2,2,19,0,0,2929,7221,1635,171,11956,5744.810387547076
São Luís,401,1,1,3,3,0,1,4932,7815,1651,111,14509,5566.00787638211
Campinas,394,4,3,1,18,1,0,481,3646,395,148,4670,2881.272699284026
São Gonçalo,211,1,4,4,10,1,1,1098,6769,1756,41,9664,5271.576982503593
Porto Alegre,108,4,4,2,2,0,0,2397,9516,421,147,12481,7605.1565627734
Niterói,202,5,4,4,17,1,1,1994,3906,243,82,6225,2993.8059815112106
Ananindeua,450,1,1,1,13,1,0,1651,7738,458,15,9862,6037.693251115873
Ribeirão Preto,380,2,3,4,6,0,0,3332,8903,1749,124,14108,6322.218291406719
Sorocaba,386,1,4,1,0,1,1,3531,9041,180,98,12850,7111.743489617091
